,match_id,set_id,game_id,player,shot_type,hit_court_side,hit_type,hit_location_long,hit_location_lat,hit_location,hit_velocity,hit_wing,net_type,bounce_court_side,bounce_location_long,bounce_location_lat,bounce_location
241,964239482519510429463795739407980857415734383373,1,4,guest,first_serve,far,first_serve,service_box,ad,"[0.2050618827, 23.3559115776, 2.6526949406]","[-3.1623030956, -54.497739004, -7.3674409172]",top,over,near,service_box,ad,"[-0.7439858913, 7.069466114, 0.0]"
242,964239482519510429463795739407980857415734383373,1,4,host,first_serve,near,first_serve,no_mans_land,ad,"[-0.7885802388, -0.0086345263, 2.5830879211]","[2.4388986361, 29.8906888767, -0.4253851524]",top,over,far,no_mans_land,ad,"[0.8789679408, 19.9841018612, 0.0]"
243,964239482519510429463795739407980857415734383373,1,4,host,second_serve,near,second_serve,no_mans_land,ad,"[-0.9162613153, 1.3746524933, 2.567690134]","[2.618185115, 25.3520617802, -0.4027632579]",top,over,far,service_box,ad,"[0.8738960028, 18.2644348145, 0.0]"
244,964239482519510429463795739407980857415734383373,1,4,guest,return,far,ground_stroke,no_mans_land,ad,"[0.8261859417, 23.9098953611, 1.3316419125]","[-4.178043062, -20.4609773185, 4.346924565]",left,over,near,no_mans_land,ad_alley,"[-4.4276873987, 0.4470319748, 0.0]"
245,964239482519510429463795739407980857415734383373,1,4,host,serve_plus_one,near,ground_stroke,out,ad_alley,"[-4.181453228, -1.3101133225, 0.5403087139]","[6.1854772611, 17.1382595493, 4.8361906262]",left,net,near,no_mans_land,deuce,"[0.9500796795, 1.7591903015, 0.0]"
246,964239482519510429463795739407980857415734383373,1,4,guest,none,far,ground_stroke,no_mans_land,deuce,"[-1.3065787554, 22.1481441862, 1.5073285103]","[-0.8467347818, -18.9323787465, 2.8537748296]",left,over,near,no_mans_land,ad,"[-2.083184592, 4.9947488082, 0.0]"
247,964239482519510429463795739407980857415734383373,1,4,host,none,near,ground_stroke,no_mans_land,deuce,"[0.74906528, 0.8797737243, 1.4635930061]","[0.1753648782, 10.5014787319, 5.5821505453]",right,net,near,service_box,deuce,"[1.0061252117, 5.8282124172, 0.0]"
248,964239482519510429463795739407980857415734383373,1,4,host,second_serve,near,second_serve,no_mans_land,ad,"[-0.8918497562, 1.2711835983, 2.5249035358]","[3.5487560586, 36.5196555736, -2.3493070484]",top,over,far,no_mans_land,ad,"[0.9427169561, 19.8143787384, 0.0]"
249,964239482519510429463795739407980857415734383373,1,5,host,none,near,ground_stroke,no_mans_land,ad,"[-2.4996893406, 2.2890573623, 1.5544387102]","[4.7345299333, 14.3545504413, 1.9699063999]",right,net,near,service_box,deuce,"[0.7418952584, 6.5331435865, 0.0]"
250,964239482519510429463795739407980857415734383373,1,5,guest,second_serve,far,second_serve,no_mans_land,ad,"[-1.0949450731, 23.5113539207, 2.004086256]","[-2.1530052733, -55.5689587934, -4.7725053208]",top,over,near,service_box,ad,"[-1.7770302296, 5.9796354272, 0.0]"
251,964239482519510429463795739407980857415734383373,1,5,host,return,near,ground_stroke,no_mans_land,ad,"[-3.1771681309, 0.498959172, 1.2160893679]","[9.7392702658, 35.0721018265, -1.0765690711]",left,over,far,service_box,ad,"[0.7203509212, 14.2742004395, 0.0]"
252,964239482519510429463795739407980857415734383373,1,6,host,none,near,ground_stroke,no_mans_land,deuce_alley,"[4.1892948151, 0.4708181503, 1.2843568325]","[-4.5171681558, 16.5021546589, 3.6225046799]",right,over,far,service_box,deuce,"[-0.3304553926, 16.3320340362, 0.0]"
253,964239482519510429463795739407980857415734383373,1,6,guest,none,far,ground_stroke,service_box,deuce,"[-1.1672250032, 16.955599249, 1.9464886189]","[-5.9914109707, -30.7973656464, -1.1278399633]",left,over,near,no_mans_land,ad_alley,"[-4.1629304886, 0.4631280899, 0.0]"
254,964239482519510429463795739407980857415734383373,1,6,host,none,near,feed,no_mans_land,ad,"[-1.0682455301, 2.9103475692, 1.8355472088]","[5.81152, 5.81152, 5.81152]",right,over,far,no_mans_land,deuce,"[-0.8597702384, 19.7430667877, 1.2740387917]"
255,964239482519510429463795739407980857415734383373,1,6,host,none,near,ground_stroke,no_mans_land,ad,"[-0.4346137345, 1.2523637893, 1.8389546871]","[1.3258426999, 25.4718258318, 0.9511879107]",right,over,far,no_mans_land,ad,"[0.5160614848, 19.0504741669, 0.0]"
256,964239482519510429463795739407980857415734383373,1,6,host,none,near,ground_stroke,service_box,deuce,"[0.6375356913, 6.9612814347, 0.9980614781]","[-1.9494869319, 26.2008268631, -0.5319371274]",right,over,far,service_box,deuce,"[-0.1425892711, 17.1859397888, 0.0]"
257,964239482519510429463795739407980857415734383373,1,6,host,none,near,ground_stroke,no_mans_land,deuce,"[0.6652137041, 2.4820362213, 2.2010698318]","[-0.9597454892, 15.7754446591, 3.396775475]",right,over,far,no_mans_land,deuce,"[-0.3910904229, 19.1292304993, 0.0]"
258,964239482519510429463795739407980857415734383373,1,6,host,none,near,ground_stroke,no_mans_land,deuce,"[3.8627772331, 1.9101787689, 1.7955994606]","[-1.9921790716, 14.3648950584, 5.4896190346]",right,over,far,no_mans_land,ad,"[1.1053231763, 20.8935089111, 0.0]"
259,964239482519510429463795739407980857415734383373,1,6,guest,none,far,ground_stroke,no_mans_land,deuce,"[-0.6395842433, 23.5677303678, 1.2061619759]","[20.921472, 20.921472, 20.921472]",right,over,near,no_mans_land,deuce,"[1.2507563829, 1.8991231918, 0.0]"
260,964239482519510429463795739407980857415734383373,1,6,host,none,near,ground_stroke,out,deuce,"[1.2825772762, -0.5440868256, 1.2331981659]","[-0.6915209504, 19.1978653555, 4.5704862101]",right,over,far,no_mans_land,ad,"[0.4868531227, 20.7987003326, 0.0]"
261,964239482519510429463795739407980857415734383373,1,6,host,none,far,ground_stroke,no_mans_land,deuce,"[-0.0423214771, 20.6637653715, 1.9148035049]","[-2.3113401983, -33.4806776718, -2.5493365259]",left,over,near,service_box,ad,"[-1.0058355331, 6.8027615547, 0.0]"
262,964239482519510429463795739407980857415734383373,1,6,guest,none,near,ground_stroke,no_mans_land,ad,"[-1.3609226942, 2.5846382263, 0.838187933]","[1.037426779, 15.2268682441, 4.6353560602]",left,over,far,no_mans_land,deuce,"[-0.2190695598, 18.6287996375, 0.0]"
263,964239482519510429463795739407980857415734383373,1,6,host,none,far,feed,no_mans_land,deuce,"[-0.5204816461, 22.3670029051, 1.958573103]","[5.588, 5.588, 5.588]",left,over,near,service_box,deuce,"[0.4616226256, 7.2681217194, 0.0]"
264,964239482519510429463795739407980857415734383373,1,6,guest,none,near,ground_stroke,no_mans_land,deuce,"[3.2064151764, 2.2597375991, 1.5447609425]","[19.312128, 19.312128, 19.312128]",right,over,far,no_mans_land,deuce,"[-0.5078632236, 19.0159626007, 2.1903967857]"
265,964239482519510429463795739407980857415734383373,1,6,host,first_serve,far,first_serve,no_mans_land,ad,"[-0.5078632236, 22.7718347873, 2.1903967857]","[31.382208, 31.382208, 31.382208]",top,over,near,service_box,ad,"[-2.1961038113, 6.1467814445, 0.0]"
266,964239482519510429463795739407980857415734383373,1,6,guest,return,near,ground_stroke,no_mans_land,ad,"[-3.9912319183, 0.016332257, 0.9792574644]","[1.9978957792, 15.3596034964, 6.1694469183]",left,over,far,no_mans_land,deuce,"[-1.1926019192, 20.6213798523, 0.0]"
267,964239482519510429463795739407980857415734383373,1,6,host,serve_plus_one,far,ground_stroke,no_mans_land,deuce,"[-1.3689978123, 23.5706447965, 1.5668449402]","[3.8702257036, -19.5803661205, 2.5609154497]",right,over,near,service_box,deuce,"[2.0516235828, 6.4682116508, 0.0]"
268,964239482519510429463795739407980857415734383373,1,6,guest,return_plus_one,near,ground_stroke,no_mans_land,deuce_alley,"[4.5382514, 0.5464225891, 0.8086813688]","[-4.6383063346, 20.2325090408, 4.6151638414]",right,over,far,no_mans_land,deuce,"[-0.0608336568, 20.0098266602, 0.0]"
269,964239482519510429463795739407980857415734383373,1,6,host,in_play,far,ground_stroke,service_box,deuce,"[-0.975472033, 16.7193054563, 1.7059299946]","[16.09344, 16.09344, 16.09344]",left,over,near,no_mans_land,ad_out,"[-6.2745418798, 1.2981948659, 0.0]"
270,964239482519510429463795739407980857415734383373,1,6,guest,none,near,ground_stroke,no_mans_land,deuce_alley,"[4.1765379906, 0.7095371368, 1.2607161999]","[-5.509509325, 19.6968702316, 4.1115460183]",right,over,far,no_mans_land,deuce,"[-1.129109025, 19.0173873901, 0.0]"
